Scaffold_ID	Window_start	Window_stop	ERR562990_Depth	ERR562989_Depth
SM_V7_ZWH007	40001	50000	22.2258	15.2054
SM_V7_ZWH007	49996	59995	14.0751	12.7461
SM_V7_ZWH006	1	10000	19.9591	21.3322
SM_V7_ZWH006	10001	20000	19.7297	19.2663
SM_V7_ZWH006	20001	30000	19.8803	20.8968
SM_V7_ZWH006	30001	40000	22.0109	21.2481
SM_V7_ZWH006	40001	50000	19.647	19.8364
SM_V7_ZWH006	49444	59443	17.9052	17.7606
SM_V7_W019	1	10000	11.082	10.7034
SM_V7_W019	10001	20000	1.5826	1.5578
SM_V7_W019	20001	30000	6.2066	5.1878
SM_V7_W019	30001	40000	2.7443	2.6154
SM_V7_W019	37856	47855	5.70694	6.22495
SM_V7_6H004	1	10000	16.5086	16.7516
SM_V7_6H004	10001	20000	18.4713	17.4286
SM_V7_6H004	20001	30000	10.7906	12.4323
SM_V7_6H004	30001	40000	6.4948	7.0795
SM_V7_6H004	40001	50000	11.184	11.1133
SM_V7_6H004	50001	60000	13.4018	13.4746
SM_V7_ZWH009	1	10000	12.8069	12.4534
SM_V7_ZWH009	10001	20000	12.9321	11.3317
SM_V7_ZWH009	20001	30000	10.0807	9.2768
SM_V7_ZWH009	30001	40000	9.6756	8.4124
SM_V7_ZWH009	40001	50000	11.7443	12.5631
SM_V7_ZWH009	47826	57825	13.2711	13.0514
SM_V7_W018	1	10000	14.7114	0
SM_V7_W018	10001	20000	14.9983	0
SM_V7_W018	20001	30000	15.5159	0
SM_V7_W018	30001	40000	15.0318	0
SM_V7_W018	35516	45515	15.9859	0
SM_V7_6H003	1	10000	10.9765	0.6382
SM_V7_6H003	10001	20000	12.5085	0.851
SM_V7_6H003	20001	30000	11.1822	1.0042
SM_V7_6H003	30001	40000	10.8301	0.9033
SM_V7_6H003	40001	50000	46.6422	0.853
SM_V7_6H003	50001	60000	42.465	2.9037
SM_V7_ZWH008	1	10000	16.9322	15.9388
SM_V7_ZWH008	10001	20000	17.1515	17.5554
SM_V7_ZWH008	20001	30000	16.9894	14.2015
SM_V7_ZWH008	30001	40000	18.0466	14.935
SM_V7_ZWH008	40001	50000	16.2338	14.8642
SM_V7_ZWH008	49084	59083	13.9765	12.7111
SM_V7_W017	1	10000	15.6299	0.0052
SM_V7_W017	10001	20000	14.9842	0
SM_V7_W017	20001	30000	15.1192	0
SM_V7_W017	30001	40000	14.4628	0
SM_V7_6H006	1	10000	8.778	8.5335
SM_V7_6H006	10001	20000	7.9799	5.1208
SM_V7_6H006	20001	30000	7.1195	5.9492
SM_V7_6H006	30001	40000	7.8505	6.4441
SM_V7_6H006	40001	50000	10.5619	9.3178
SM_V7_6H006	45697	55696	13.3538	13.1921
SM_V7_ZWH003	1	10000	16.137	16.2047
SM_V7_ZWH003	10001	20000	23.6665	22.1612
SM_V7_ZWH003	20001	30000	15.9681	15.1596
SM_V7_ZWH003	30001	40000	15.4934	15.9905
SM_V7_ZWH003	40001	50000	15.0814	16.2162
SM_V7_ZWH003	50001	60000	22.0428	21.8914
SM_V7_ZWH003	56675	66674	16.4859	16.4413
SM_V7_W016	1	10000	45.2447	0
SM_V7_W016	10001	20000	45.673	0
SM_V7_W016	20001	30000	39.6125	0
SM_V7_W016	30001	40000	10.5551	6.2263
SM_V7_W016	38599	48598	12.55	11.6885
SM_V7_6H005	1	10000	14.2145	21.2381
SM_V7_6H005	10001	20000	15.4995	23.4503
SM_V7_6H005	20001	30000	14.8651	25.3502
SM_V7_6H005	30001	40000	14.823	25.1362
SM_V7_6H005	40001	50000	12.917	18.6098
SM_V7_ZWH002	1	10000	6.5387	2.3186
SM_V7_ZWH002	10001	20000	13.9188	6.5852
SM_V7_ZWH002	20001	30000	15.4429	6.3906
SM_V7_ZWH002	30001	40000	11.9047	5.3144
SM_V7_ZWH002	40001	50000	16.8202	8.7305
SM_V7_ZWH002	50001	60000	22.0283	18.6706
SM_V7_ZWH002	60001	70000	11.1252	5.8939
SM_V7_ZWH002	70001	80000	10.8708	0.326
SM_V7_ZWH002	80001	90000	17.6099	6.4666
SM_V7_ZWH002	90001	100000	12.0368	0.528
SM_V7_W015	1	10000	71.7987	0
SM_V7_W015	10001	20000	48.3409	0
SM_V7_W015	20001	30000	166.11	0
SM_V7_6H008	1	10000	9.4877	19.065
SM_V7_6H008	10001	20000	9.3739	25.9332
SM_V7_6H008	20001	30000	8.8468	29.4035
SM_V7_6H008	30001	40000	7.9609	27.6628
SM_V7_6H008	39592	49591	6.4156	24.4481
SM_V7_ZWH005	1	10000	19.3754	19.0224
SM_V7_ZWH005	10001	20000	26.919	24.9123
SM_V7_ZWH005	20001	30000	26.7514	26.0264
SM_V7_ZWH005	30001	40000	24.8901	24.1565
SM_V7_ZWH005	40001	50000	32.1509	29.0594
SM_V7_ZWH005	49941	59940	21.6449	21.4249
SM_V7_W014	1	10000	34.1361	0
SM_V7_W014	10001	20000	29.6057	0
SM_V7_W014	20001	30000	27.7933	0
SM_V7_W014	30001	40000	28.7742	0
SM_V7_W014	40001	50000	43.431	0
SM_V7_6H007	1	10000	14.3642	19.624
SM_V7_6H007	10001	20000	11.703	28.7169
SM_V7_6H007	20001	30000	5.0351	27.4726
SM_V7_6H007	30001	40000	9.9465	24.7524
SM_V7_6H007	40001	50000	7.0643	20.5453
SM_V7_ZWH004	1	10000	27.4328	16.009
SM_V7_ZWH004	10001	20000	26.4125	13.1356
SM_V7_ZWH004	20001	30000	25.5029	12.5124
SM_V7_ZWH004	30001	40000	31.3407	17.209
SM_V7_ZWH004	40001	50000	34.7626	19.5615
SM_V7_ZWH004	50001	60000	29.4375	15.665
SM_V7_W013	1	10000	14.4847	7.5037
SM_V7_W013	10001	20000	16.4741	7.5915
SM_V7_W013	20001	30000	11.9694	2.4809
SM_V7_W013	30001	40000	24.6953	5.21
SM_V7_W013	40001	50000	33.5454	4.9292
SM_V7_W013	45225	55224	33.666	4.57619
SM_V7_W012	1	10000	5.4557	0
SM_V7_W012	10001	20000	11.6573	0
SM_V7_W012	20001	30000	5.4291	0
SM_V7_W012	30001	40000	7.3133	0
SM_V7_W012	39307	49306	18.5226	0
